id,target
11512,1
10390,1
10182,1
11328,0
11373,1
11495,0
11088,0
10298,0
11926,0
11952,0
10656,1
10955,0
10399,0
11219,0
10346,0
10202,0
10883,0
10136,0
10657,1
11951,0
10331,0
11558,0
10587,0
10659,0
11923,1
10338,1
11545,0
10694,1
10711,0
11462,1
11812,0
11818,1
10462,1
11631,0
10155,0
11580,0
10930,0
11968,0
10916,1
10946,0
10705,0
11376,0
10910,1
11180,0
10567,0
10545,0
10801,0
10748,0
10486,0
11371,0
11331,0
11140,0
11156,0
11813,1
11265,0
11515,1
11889,0
10052,0
11439,0
11208,1
11578,1
10580,0
10609,0
11950,1
10398,0
10144,0
10729,0
11885,0
10540,0
10929,0
11410,0
10863,0
10253,1
10821,1
11127,0
11566,0
11648,0
11060,1
11240,0
11815,1
11613,0
10767,1
10174,1
11556,1
11499,0
10982,0
11380,0
10483,1
10919,0
10397,0
10623,0
11494,0
11872,0
10267,1
11990,0
11976,0
11562,1
11498,0
10448,0
10353,0
11722,0
11449,0
11917,0
11083,1
11548,0
11518,0
10894,0
11101,1
11550,0
10655,0
10636,0
10851,1
11484,0
11442,1
11230,0
11004,1
11435,0
10248,1
10328,1
10957,1
10443,0
10310,0
10977,1
10500,0
11728,0
11337,1
10936,0
10177,1
11228,0
11910,0
11109,0
11081,0
11155,0
11516,1
11464,0
10288,0
11086,0
11317,1
10173,1
11335,1
11881,0
11986,1
10105,1
11683,0
11311,0
11522,1
10743,1
11428,0
10172,1
11846,0
10214,0
11625,1
11055,0
11875,0
10368,1
11469,0
11167,0
10113,0
11790,0
10639,1
10876,0
11534,0
11676,0
10645,1
11980,0
11827,1
11982,1
11762,0
11252,0
10535,0
11116,0
10940,1
11693,1
10235,0
11961,0
10944,0
10974,0
10301,0
10739,1
11364,1
11619,0
10970,0
11720,1
10019,0
10666,0
10961,1
11760,0
10604,0
11824,0
11049,0
11796,1
10803,1
10167,1
11783,1
11501,0
11890,0
11867,0
10122,0
11478,0
11491,0
10284,0
10138,0
11146,0
11018,0
11858,0
11912,0
10840,0
11716,1
11744,0
10573,1
10484,1
11248,0
10898,0
11346,0
11032,0
11907,0
10476,0
10455,0
11892,1
11806,0
11291,1
11042,1
11909,1
10546,1
11563,0
10041,0
11284,0
11738,1
10721,0
11727,0
11211,1
11351,1
10986,1
10370,1
10162,1
10503,1
11777,1
11513,1
11735,0
11170,1
10402,0
10727,1
10763,0
11859,0
11696,1
10420,1
10796,0
10345,1
10770,0
10011,0
11368,0
10687,0
10520,0
11263,0
11615,1
10859,1
10432,1
11005,0
10475,0
10333,0
10518,1
10135,1
11911,0
10068,0
11694,1
10487,0
11736,0
11222,0
10809,0
10585,0
10490,0
10004,1
11310,0
11609,1
10709,0
11215,0
11718,1
11888,0
10702,1
11497,0
11330,1
11575,1
11481,0
11323,1
10365,1
10273,0
11438,0
10062,0
10738,1
11321,1
11010,0
11989,0
10045,0
10642,0
10381,1
11739,0
11236,0
11312,1
10204,1
11732,0
10539,0
10225,1
10326,0
10989,0
11919,0
10926,0
10595,0
11043,0
11546,0
10732,1
11828,0
10993,0
11647,0
11471,1
11255,1
10021,0
10850,0
11794,0
11195,1
10478,0
10908,1
10715,0
10426,1
11264,0
10621,1
10103,0
10139,0
11701,0
10111,0
10554,1
10186,0
10413,0
10400,0
10787,1
10433,1
10571,0
11048,1
11275,1
10653,0
11861,1
10449,0
10781,0
10495,1
11100,0
11829,1
11795,0
10807,0
10925,0
11505,1
10127,1
10118,0
11921,0
10695,0
11972,0
11865,0
10257,0
10914,1
10382,0
10867,0
11061,0
11882,1
11262,1
11900,0
10591,0
11349,0
10210,0
10891,0
11611,1
10790,0
11165,0
11630,0
10039,0
10874,1
11250,1
10035,0
11070,1
10074,0
11883,0
11485,0
11216,1
11825,0
10208,1
10701,1
11743,0
10078,0
10096,1
11680,0
11467,1
11992,0
11422,0
10171,0
11684,0
10606,1
11408,0
11933,0
11014,0
11381,1
11318,0
10612,1
11953,1
10076,0
10635,0
10586,0
10300,1
10304,0
10677,0
10784,1
10760,1
11052,0
10129,0
11574,0
11808,1
10747,1
10882,0
11839,0
10627,1
10254,0
10878,0
11573,0
11326,1
10637,1
10268,1
11448,1
10054,0
11040,0
10232,0
11554,0
11840,0
10099,1
10718,0
11258,0
11775,0
10146,1
10650,1
10080,0
10717,0
11874,0
11152,0
11781,1
11651,1
10981,1
11300,0
11956,0
10231,1
11016,1
11030,1
11507,0
10305,0
10340,0
11599,1
10548,0
11737,1
10057,1
10436,0
11679,0
11213,1
10036,1
11332,0
10671,1
11203,0
10681,0
11460,0
10935,0
10290,1
10251,0
10907,0
10827,1
10534,1
10625,0
11652,0
10611,0
10922,0
10574,1
10218,0
10020,0
10277,1
10759,1
10053,1
10868,0
10752,0
10119,0
10380,0
11212,1
11329,1
11973,1
11039,0
10755,1
11153,0
10409,0
10924,0
10357,0
10414,1
11717,0
10023,0
10857,0
10737,1
10264,0
11646,0
10584,0
11996,0
10217,1
10329,0
11543,0
11375,1
11378,0
10565,0
11019,0
10369,0
11570,0
10497,0
11110,0
10749,0
10428,0
11389,1
10602,0
10849,1
11087,0
10923,0
11342,0
11966,0
10375,0
10906,0
11409,0
11920,1
11245,0
11270,0
11991,0
10617,1
10877,0
10799,0
10684,0
11555,0
10524,0
10280,0
11430,0
11009,0
10107,0
11269,1
11029,0
10470,1
10485,1
10206,0
11820,1
11896,0
11922,0
10599,1
10285,0
11423,0
10104,0
10419,1
11508,0
10244,0
10227,1
11315,0
11017,1
11352,0
10572,0
11120,0
10247,0
11700,0
11891,0
10826,0
10417,1
10904,0
11801,0
10159,0
11947,0
11939,1
10412,0
10700,0
10885,0
11999,1
11641,0
10789,1
10140,0
11517,0
10391,0
11279,1
11654,0
10941,0
10196,0
10207,0
10040,0
11753,1
10048,1
10775,1
11246,1
10847,1
11121,1
11175,0
11366,0
11612,0
11533,0
10395,0
11413,0
11937,1
10463,0
10762,0
10009,0
10511,1
10947,1
10451,0
11325,0
10341,0
10528,0
10287,0
10223,0
11123,0
11454,1
10820,1
10006,0
11224,1
10142,1
10589,0
11191,0
11182,0
10332,0
10293,0
11370,0
11063,0
11164,0
10610,0
10349,0
11636,0
10764,0
10843,0
10800,0
11734,0
11855,1
10334,0
11748,0
10899,0
10792,0
10632,0
11377,0
11761,1
11530,1
10456,0
10832,1
10360,0
11493,0
11561,1
11653,0
11607,0
10735,1
10245,1
10813,1
10152,0
10544,1
11803,0
11633,0
11726,0
11272,0
10870,1
10265,1
10771,0
10988,1
10491,0
11207,1
11784,0
10839,0
11348,0
10978,1
10262,0
11179,0
11046,1
10987,0
10631,1
11157,0
11847,1
11194,0
11983,0
11429,1
11225,0
10471,0
10643,0
11267,1
11390,0
10956,0
11934,0
10578,0
11617,0
11292,0
11621,0
10356,1
10296,1
11287,1
10189,0
11940,0
10756,1
10579,0
10336,0
10211,0
11945,1
10198,0
11426,1
10388,1
11093,1
10605,0
10083,1
11584,0
10824,0
11987,1
10962,1
11955,1
11604,0
10387,0
10601,1
11552,0
11688,1
10897,1
10685,0
10562,0
11338,0
11669,0
10224,0
10552,0
10634,1
11296,0
11772,0
10537,1
11459,1
10001,0
11571,0
10658,0
10378,0
10819,0
10704,1
11333,1
11172,1
11282,0
10424,1
11745,1
11176,1
11902,0
11913,0
11758,1
10028,0
10921,0
11807,0
11853,0
11197,0
10690,0
11128,0
10199,1
11229,0
10389,0
10438,0
10092,0
11944,0
11031,1
11665,1
10506,0
10992,0
11232,0
11434,1
11502,0
11035,0
10089,0
11374,1
11151,0
10018,1
10344,1
11285,0
11605,0
10597,0
11122,1
10454,0
11642,0
11850,0
10640,0
11072,1
10185,1
11655,0
11608,1
10710,1
10295,0
11053,0
10765,0
11047,0
10541,0
11650,0
11006,0
11440,0
10367,0
10323,1
10822,0
10522,1
10481,1
10505,1
10918,1
10393,1
10972,0
10815,1
11379,1
11059,0
11308,1
10126,1
11026,0
10465,0
11661,0
10719,1
11868,0
11306,0
10260,1
10569,1
11403,1
11474,0
10600,0
