id,target
11512,1
10390,1
10182,0
11328,0
11373,1
11495,0
11088,0
10298,0
11926,1
11952,0
10656,1
10955,0
10399,1
11219,0
10346,1
10202,1
10883,0
10136,0
10657,1
11951,0
10331,1
11558,0
10587,1
10659,1
11923,0
10338,1
11545,0
10694,1
10711,0
11462,0
11812,1
11818,1
10462,1
11631,0
10155,1
11580,1
10930,0
11968,0
10916,1
10946,1
10705,0
11376,0
10910,0
11180,0
10567,1
10545,0
10801,1
10748,0
10486,0
11371,0
11331,1
11140,1
11156,1
11813,1
11265,0
11515,1
11889,0
10052,0
11439,0
11208,1
11578,1
10580,1
10609,1
11950,1
10398,0
10144,0
10729,0
11885,1
10540,0
10929,0
11410,0
10863,0
10253,0
10821,1
11127,1
11566,0
11648,0
11060,1
11240,0
11815,1
11613,0
10767,0
10174,1
11556,1
11499,0
10982,0
11380,1
10483,1
10919,0
10397,0
10623,0
11494,0
11872,0
10267,1
11990,0
11976,0
11562,1
11498,0
10448,0
10353,0
11722,0
11449,0
11917,1
11083,1
11548,0
11518,0
10894,1
11101,1
11550,1
10655,1
10636,0
10851,1
11484,0
11442,1
11230,1
11004,0
11435,0
10248,0
10328,1
10957,1
10443,0
10310,0
10977,0
10500,0
11728,0
11337,0
10936,0
10177,0
11228,0
11910,0
11109,0
11081,0
11155,1
11516,1
11464,0
10288,0
11086,1
11317,1
10173,1
11335,1
11881,0
11986,1
10105,1
11683,1
11311,0
11522,0
10743,1
11428,0
10172,1
11846,1
10214,0
11625,0
11055,1
11875,0
10368,1
11469,0
11167,0
10113,0
11790,0
10639,1
10876,0
11534,0
11676,1
10645,1
11980,0
11827,1
11982,1
11762,1
11252,0
10535,0
11116,0
10940,1
11693,1
10235,1
11961,0
10944,0
10974,0
10301,0
10739,1
11364,0
11619,0
10970,0
11720,0
10019,0
10666,0
10961,1
11760,0
10604,1
11824,0
11049,0
11796,0
10803,0
10167,1
11783,1
11501,0
11890,1
11867,0
10122,1
11478,0
11491,0
10284,0
10138,0
11146,1
11018,0
11858,0
11912,1
10840,0
11716,0
11744,1
10573,1
10484,1
11248,0
10898,0
11346,0
11032,0
11907,1
10476,0
10455,0
11892,1
11806,0
11291,1
11042,0
11909,1
10546,1
11563,0
10041,0
11284,1
11738,1
10721,0
11727,0
11211,1
11351,1
10986,1
10370,0
10162,1
10503,1
11777,0
11513,0
11735,0
11170,1
10402,1
10727,1
10763,1
11859,1
11696,1
10420,0
10796,1
10345,1
10770,0
10011,1
11368,0
10687,1
10520,0
11263,0
11615,1
10859,0
10432,1
11005,0
10475,0
10333,1
10518,1
10135,1
11911,0
10068,1
11694,0
10487,0
11736,1
11222,0
10809,1
10585,0
10490,1
10004,1
11310,1
11609,0
10709,0
11215,0
11718,1
11888,0
10702,1
11497,1
11330,0
11575,1
11481,1
11323,0
10365,0
10273,0
11438,0
10062,1
10738,1
11321,0
11010,0
11989,0
10045,0
10642,1
10381,0
11739,1
11236,1
11312,1
10204,1
11732,0
10539,1
10225,0
10326,1
10989,0
11919,1
10926,1
10595,1
11043,1
11546,0
10732,1
11828,0
10993,0
11647,1
11471,0
11255,1
10021,0
10850,0
11794,0
11195,1
10478,0
10908,0
10715,0
10426,1
11264,0
10621,1
10103,1
10139,0
11701,0
10111,1
10554,1
10186,0
10413,1
10400,0
10787,1
10433,0
10571,1
11048,1
11275,1
10653,0
11861,1
10449,0
10781,1
10495,1
11100,0
11829,1
11795,0
10807,0
10925,0
11505,1
10127,0
10118,0
11921,0
10695,0
11972,1
11865,0
10257,1
10914,0
10382,0
10867,0
11061,1
11882,1
11262,1
11900,0
10591,0
11349,0
10210,0
10891,0
11611,0
10790,1
11165,0
11630,1
10039,0
10874,1
11250,1
10035,0
11070,0
10074,0
11883,1
11485,0
11216,0
11825,0
10208,0
10701,0
11743,0
10078,0
10096,1
11680,0
11467,1
11992,0
11422,1
10171,1
11684,0
10606,1
11408,0
11933,1
11014,0
11381,1
11318,0
10612,1
11953,0
10076,0
10635,0
10586,0
10300,1
10304,1
10677,0
10784,1
10760,1
11052,0
10129,1
11574,0
11808,1
10747,0
10882,0
11839,1
10627,1
10254,1
10878,1
11573,0
11326,1
10637,0
10268,1
11448,1
10054,0
11040,0
10232,1
11554,0
11840,0
10099,1
10718,0
11258,0
11775,0
10146,0
10650,1
10080,0
10717,0
11874,1
11152,1
11781,0
11651,1
10981,1
11300,0
11956,0
10231,1
11016,0
11030,1
11507,1
10305,0
10340,0
11599,1
10548,0
11737,0
10057,1
10436,1
11679,0
11213,1
10036,1
11332,1
10671,1
11203,1
10681,0
11460,0
10935,0
10290,1
10251,0
10907,1
10827,1
10534,1
10625,0
11652,1
10611,0
10922,0
10574,1
10218,0
10020,1
10277,0
10759,1
10053,1
10868,1
10752,1
10119,0
10380,1
11212,1
11329,1
11973,1
11039,0
10755,0
11153,0
10409,0
10924,0
10357,1
10414,1
11717,1
10023,1
10857,1
10737,0
10264,0
11646,1
10584,0
11996,0
10217,1
10329,0
11543,0
11375,0
11378,1
10565,0
11019,0
10369,1
11570,0
10497,0
11110,1
10749,0
10428,1
11389,0
10602,1
10849,1
11087,0
10923,0
11342,0
11966,0
10375,0
10906,0
11409,0
11920,0
11245,0
11270,0
11991,1
10617,1
10877,0
10799,1
10684,1
11555,0
10524,0
10280,0
11430,0
11009,0
10107,0
11269,1
11029,0
10470,1
10485,0
10206,1
11820,1
11896,0
11922,1
10599,0
10285,1
11423,0
10104,0
10419,0
11508,1
10244,0
10227,1
11315,0
11017,0
11352,1
10572,0
11120,1
10247,0
11700,0
11891,1
10826,0
10417,0
10904,1
11801,0
10159,0
11947,0
11939,0
10412,0
10700,0
10885,0
11999,1
11641,0
10789,1
10140,0
11517,0
10391,0
11279,0
11654,0
10941,0
10196,0
10207,0
10040,0
11753,0
10048,1
10775,0
11246,1
10847,1
11121,1
11175,0
11366,1
11612,0
11533,0
10395,0
11413,0
11937,1
10463,0
10762,0
10009,0
10511,0
10947,1
10451,0
11325,0
10341,0
10528,0
10287,0
10223,0
11123,0
11454,0
10820,1
10006,0
11224,1
10142,0
10589,0
11191,0
11182,0
10332,0
10293,0
11370,1
11063,0
11164,0
10610,0
10349,0
11636,1
10764,1
10843,0
10800,0
11734,0
11855,1
10334,1
11748,0
10899,0
10792,1
10632,0
11377,0
11761,1
11530,0
10456,0
10832,0
10360,0
11493,0
11561,0
11653,1
11607,0
10735,0
10245,1
10813,0
10152,1
10544,0
11803,0
11633,0
11726,0
11272,0
10870,0
10265,0
10771,1
10988,1
10491,1
11207,1
11784,0
10839,0
11348,1
10978,0
10262,0
11179,0
11046,0
10987,0
10631,1
11157,0
11847,1
11194,0
11983,0
11429,1
11225,0
10471,1
10643,0
11267,1
11390,0
10956,0
11934,1
10578,0
11617,1
11292,0
11621,1
10356,0
10296,1
11287,0
10189,1
11940,0
10756,1
10579,0
10336,0
10211,0
11945,0
10198,0
11426,0
10388,1
11093,1
10605,0
10083,0
11584,1
10824,0
11987,0
10962,1
11955,1
11604,0
10387,1
10601,0
11552,1
11688,1
10897,1
10685,1
10562,1
11338,0
11669,0
10224,0
10552,0
10634,1
11296,1
11772,0
10537,1
11459,0
10001,0
11571,0
10658,0
10378,1
10819,0
10704,1
11333,0
11172,1
11282,0
10424,1
11745,1
11176,1
11902,0
11913,0
11758,0
10028,1
10921,1
11807,1
11853,0
11197,1
10690,0
11128,1
10199,0
11229,0
10389,0
10438,0
10092,0
11944,0
11031,0
11665,1
10506,0
10992,0
11232,0
11434,1
11502,0
11035,1
10089,0
11374,1
11151,0
10018,1
10344,1
11285,0
11605,1
10597,0
11122,0
10454,1
11642,0
11850,1
10640,0
11072,1
10185,0
11655,1
11608,1
10710,1
10295,1
11053,1
10765,0
11047,0
10541,0
11650,0
11006,1
11440,0
10367,0
10323,0
10822,1
10522,1
10481,1
10505,0
10918,0
10393,1
10972,0
10815,1
11379,1
11059,0
11308,1
10126,1
11026,0
10465,0
11661,1
10719,1
11868,0
11306,1
10260,1
10569,1
11403,1
11474,1
10600,0
